,0,1,2,3,4
0,Broad classification of area 2011,,,,
1,Mymensingh,,,,
2,(In sq. km.),,,,
3,Upazila,Total area,Land area,Reserve forest,Riverine Area
4,Bhaluka,444.05,350.11,92.75,1.19
5,Dhobaura,252.23,249.46,2.77,-
6,Fulbaria,398.70,374.46,14.76,9.48
7,Gaffargaon,398.30,391.82,0,6.48
8,Gauripur,276.74,275.65,0,1.09
9,Haluaghat,357.61,350.28,5.28,2.05
10,Ishwargonj,280.43,275.62,0,4.81
11,Muktagacha,314.70,282.35,30.95,1.40
12,Mymensingh Sadar,380.72,364.92,0,15.80
13,Nandail,326.37,325.10,0,1.27
14,Phulpur,626.20,565.52,0,60.68
15,Trishal,338.45,335.50,0.49,2.46
16,Total,4394.57,4140.79,147,106.71
