,0,1,2,3,4
0,"Number of ward, mahalla and household by municipality 2011",,,,
1,Mymensingh,,,,
2,,,,,
3,Upazila,Name of municipality,Total ward,Total mahalla,Total household
4,Bhaluka,Bhaluka,9,18,9787
5,Dhobaura,-,0,0,0
6,Fulbaria,Fulbaria,9,11,6658
7,Gaffargaon,Gaffargaon,9,19,6513
8,Gauripur,Gauripur,9,34,5583
9,Haluaghat,-,0,0,0
10,Ishwargonj,Ishwargonj,9,13,5917
11,Muktagacha,Muktagacha,9,21,11189
12,Mymensingh Sadar,Mymensingh,21,95,54869
13,Nandail,Nandail,9,20,7329
14,Phulpur,Phulpur,9,12,5774
15,Trishal,Trishal,9,12,7202
16,Total,,102,255,120821
