,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,Mymensingh,,,,,,,
2,,,,,,,,
3, Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
4,Bhaluka,39,9,0,12,6,79,58
5,Dhobaura,27,7,18,5,7,59,15
6,Fulbaria,39,55,0,21,115,0,10
7,Gaffargaon,48,52,64,20,8,126,98
8,Gauripur,43,28,35,24,11,78,17
9,Haluaghat,34,9,0,4,8,84,16
10,Ishwargonj,59,9,47,8,4,80,12
11,Muktagacha,81,10,0,13,110,96,10
12,Mymensingh Sadar,88,150,250,145,90,115,140
13,Nandail,52,105,10,65,45,250,11
14,Phulpur,0,40,40,30,15,400,40
15,Trishal,39,38,40,22,8,95,81
16,Total,549,512,504,369,427,1462,508
