,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,,,,,,
2,(Rate in taka) -  Upazila,(Rate in taka) - Vehicle - Rickshaw,(Rate in taka) - Vehicle - Rickshaw van,(Rate in taka) - Vehicle - Easy bike,(Rate in taka) - Vehicle - Auto rickshaw,(Rate in taka) - Vehicle - Tempo
3,Bhaluka,11,15,19,18,22
4,Dhobaura,10,10,0,3,2.5
5,Fulbaria,6,6,8,8,5
6,Gaffargaon,20,10,10,5,4
7,Gauripur,10,10,15,15,15
8,Phulpur,10,8,7,5,4
9,Haluaghat,10,0,5,5,2
10,Ishwargonj,12,10,5,5,4
11,Muktagacha,7,5,5,10,5
12,Nandail,10,10,5,5,5
13,Mymensingh Sadar,10,15,5,5,3
14,Trishal,6,2,5,5,3
15,Average,10,8,7,7,6
