,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Upazila,Class-I,Class-II,Class-III,Class-IV,"Number of
employee"
2,Assasuni,40,40,338,114,532
3,Debhata,36,26,219,121,402
4,Kalaroa,105,24,847,97,1073
5,Kaliganj,28,38,993,162,1201
6,Satkhira Sadar,110,62,1661,147,1980
7,Shyamnagar,32,49,1340,115,1536
8,Tala,58,27,383,142,610
9,Total,409,266,5781,898,7334
