,0,1,2,3,4,5,6
0,"Area and production of pepper, onion and garlic 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,"
Upazila",Pepper,Pepper,Onion,Onion,Garlic,Garlic
3,"
Upazila",Area,Production,Area,Production,Area,Production
4,Assasuni,39,32,24,65,19,37
5,Debhata,45,60,74,207,37,9
6,Kalaroa,105,73,226,682,72,206
7,Kaliganj,153,159,123,420,66,146
8,Satkhira Sadar,56,168,277,571,90,56
9,Shyamnagar,39,67,64,244,79,207
10,Tala,615,1292,610,1679,360,735
11,Total,1052,1851,1398,3868,723,1395
