,0,1,2,3
0,"Number of railway station, steamer, launch station and bus stand 2011",,,
1,,,,
2,Upazila,Railway station,Steamer/launch station,Bus stand
3,Begumganj,1,0,3
4,Chatkhil,0,0,1
5,Companiganj,0,0,1
6,Hatiya,0,3,1
7,Kabirhat,0,0,1
8,Noakhali Sadar,4,0,3
9,Senbagh,0,0,1
10,Sonaimuri,2,0,2
11,Subarnachar,0,0,1
12,Total,7,3,14
