,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Tomato - Area,Tomato - Production,Radish - Area,Radish - Production,Bean - Area,Bean - Production
3,Begumganj,34,200,88,300,27,4
4,Chatkhil,.82.00,150,125,50,64,57
5,Companiganj,132,265,185,1000,460,450
6,Hatiya,171,420,454,450,235,452
7,Kabirhat,123,75,138,400,100,18
8,Noakhali Sadar,232,6032,265,3975,913,4565
9,Senbagh,118,200,232,590,120,100
10,Sonaimuri,28,60,50,340,21,12
11,Subarnachar,235,242,95,255,175,70
12,Total,1073,7644,1632,7360,2115,5728
