,0,1,2,3,4,5,6
0,"Area and production of brinjal, lady s finger and arum 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Brinjal - Area,Brinjal - Production,Ladys finger - Area,Ladys finger - Production,Arum - Area,Arum - Production
3,Bagerhat Sadar,295,523,107,147,70,154
4,Kachua,119,227,34,16,57,71
5,Rampal,73,148,30,10,30,48
6,Sarankhola,22,70,10,3,11,17
7,Chitalmari,151,626,54,190,24,30
8,Morrelgonj,115,530,102,31,0,0
9,Mongla,31,13,15,73,0,0
10,Mollahat,23,50,51,52,206,651
11,Fakirhat,162,391,88,102,8,8
12,Total,991,2578,491,625,406,979
