,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,Bagerhat,,,,
2,(Production in metric ton) - ,,,,
3,Upazila,2010-11 - Number,2010-11 - Production,2009-10 - Number,2009-10 - Production
4,Bagerhat Sadar,220,12245,215,12233
5,Kachua,2560,635,2550,614
6,Rampal,1421,922,1421,922
7,Sharonkhola,4540,1963,4700,1860
8,Chitolmari,1160,5317,1220,4910
9,Morrelgonj,12450,4017,12350,4016
10,Mongla,2196,5820,1965,8858
11,Mollahat,9470,5610,13438,4626
12,Fakirhat,1044,5728,964,5329
13,Total,35061,42257,38823,43368
