,0,1,2,3,4,5
0,"Number of hat-bazar, growth centre, hotel & restaurant 2011",,,,,
1,,,,,,
2,Upazila,Daily bazar,Weekly hat,Growth centre,Restaurant,Hotel (residential)
3,Akkelpur,7,5,5,46,1
4,Joypurhat sadar,22,15,22,345,9
5,Kalai,6,9,5,72,0
6,Khetlal,2,11,2,28,0
7,Panchbibi,22,22,3,32,0
8,Total,59,62,37,523,10
