,0,1,2,3,4,5
0,"Number of hat, bazar, growth centre, hotel  restaurant 2011",,,,,
1,Sylhet,,,,,
2,,,,,,
3,Upazila/City Corporation,Daily bazar,Weekly hat,Growth Centre,Restaurant,Hotel (residential)
4,Balaganj,26,17,5,258,1
5,Beanibazar,7,26,7,75,4
6,Bishwanath,6,38,4,38,1
7,Companiganj,2,17,4,35,4
8,Dakhin Surma,27,8,11,6,18
9,Fenchuganj,10,5,2,20,0
10,Golapganj,36,12,5,47,0
11,Gowainghat,39,18,4,156,7
12,Jaintiapur,0,3,3,36,0
13,Kanaighat,32,27,5,350,5
14,Sylhet City Corporation,15,1,0,498,161
15,Sylhet Sadar,27,0,4,83,5
16,Zakiganj,4,2,6,44,4
17,Total,231,174,60,1646,210
