,0,1,2,3,4,5
0,"Number of ward, mahalla and household by municipality 2011",,,,,
1,Sylhet,,,,,
2,(Rate in Taka),,,,,
3,Upazila/City Corporation,Name of municipality,Total ward,Total mahalla,Total holding,Total household
4,Balaganj,0,0,0,0,0
5,Beanibazar,Beanibazar,9,38,6886,7709
6,Bishwanath,0,0,0,0,0
7,Companiganj,0,0,0,0,0
8,Dakhin Surma,0,0,0,0,0
9,Fenchuganj,0,0,0,0,0
10,Golapganj,Golapganj,9,23,2250,5652
11,Gowainghat,0,0,0,0,0
12,Jaintiapur,0,0,0,0,0
13,Kanaighat,Kanaighat,9,27,3540,4671
14,Sylhet Sadar,0,0,0,0,0
15,Zakiganj,Zakiganj,9,25,1200,2811
16,Total,,36,113,13876,20843
