,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,Sylhet,,,,
2,,,,,
3,Upazila/City Corporation,Number of pumps fielded Electric,Number of pumps fielded Diesel,Number of pumps fielded Total,Area irrigated (in acres)
4,Balaganj,40,315,355,6380
5,Beanibazar,44,102,146,1280
6,Bishwanath,6,18,24,482
7,Companiganj,2,217,219,4693
8,Dakhin Surma,57,12,69,2760
9,Fenchuganj,6,4,10,261
10,Golapganj,50,25,75,8591
11,Gowainghat,97,560,657,6629
12,Jaintiapur,0,122,112,3862
13,Kanaighat,1,636,637,3427
14,Sylhet City Corporation,0,0,0,0
15,Sylhet Sadar,1,2,3,12.5
16,Zakiganj,30,21,51,1208
17,Total,334,2034,2358,39585.5
