,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Sylhet,,,,,
2,,,,,,
3,Upazila/City Corporation,Class-I,Class-II,Class-III,Class-IV,Number of total employee
4,Balaganj,51,30,393,199,673
5,Beanibazar,36,25,338,140,539
6,Bishwanath,38,28,363,107,536
7,Companiganj,34,16,167,79,296
8,Dakhin Surma,34,17,328,74,454
9,Fenchuganj,34,17,328,75,454
10,Golapganj,67,36,375,129,607
11,Gowainghat,39,24,761,117,941
12,Jaintiapur,35,28,267,101,431
13,Kanaighat,19,26,707,116,868
14,Sylhet City Corporation,856,323,1743,1596,4518
15,Sylhet Sadar,13,14,90,32,149
16,Zakiganj,49,17,762,138,966
17,Total,1305,601,6622,2903,11432
