,0,1,2,3,4
0,Number of establishment and person engaged in cottage industry 2011,,,,
1,Sylhet,,,,
2,,,,,
3,Upazila/City Corporation,Number of units,Person engaged Family,Person engaged Hired,Person engaged Total
4,Balaganj,68,98,119,217
5,Beanibazar,100,150,200,350
6,Bishwanath,75,40,235,275
7,Companiganj,40,109,70,179
8,Dakhin Surma,65,40,250,290
9,Fenchuganj,30,30,204,234
10,Golapganj,330,406,503,909
11,Gowainghat,15,26,10,36
12,Jaintiapur,65,70,165,235
13,Kanaighat,50,50,250,300
14,Sylhet City Corporation,0,0,0,0
15,Sylhet Sadar,53,112,50,162
16,Zakiganj,80,200,150,350
17,Total,971,1331,2206,3537
