,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,Sylhet,,,,,,,,,,
2,,,,,,,,,,,
3,Upazila/City Corporation,Sonali bank Account Number of branch,Sonali bank Account S.D,Sonali bank Account C.D,Sonali bank Account F.D,Sonali bank Account S.T.D,Janata bank Account Number of branch,Janata bank Account S.D,Janata bank Account C.D,Janata bank Account F.D,Janata bank Account S.T.D
4,Balaganj,2,13946,664,139,22,4,16782,794,319,15
5,Beanibazar,4,26000,1100,250,30,3,13011,453,108,4
6,Bishwanath,2,22904,687,120,35,1,6891,77,52,4
7,Companiganj,1,4336,683,50,26,1,2537,557,25,13
8,Dakhin Surma,0,0,0,0,0,0,0,0,0,0
9,Fenchuganj,3,9004,669,641,43,1,5031,210,68,2
10,Golapganj,2,11069,881,190,32,4,13146,546,206,4
11,Gowainghat,1,7859,306,20,20,1,12718,397,109,12
12,Jaintiapur,1,641,435,5,15,1,3592,69,19,3
13,Kanaighat,1,4500,500,65,14,1,38,313,54,18
14,Sylhet City Corporation,10,59647,4849,1968,104,8,31715,4243,405,102
15,Sylhet Sadar,4,17058,627,205,82,1,3128,435,48,11
16,Zakiganj,1,0,421,61,32,1,54,897,32,1
17,Total,32,176964,11822,3714,455,27,108643,8991,1445,189
