,0,1,2,3,4,5,6
0,Number of religious institutions by upazila 2011,,,,,,
1,Sylhet,,,,,,
2,,,,,,,
3,Upazila/City Corporation,Mosque,Eid-gah,Temple (Mandir),Church (Girza),Pagoda,Others
4,Balaganj,548,27,45,0,0,0
5,Beanibazar,415,35,19,0,0,1
6,Bishwanath,565,68,10,0,0,0
7,Companiganj,257,32,22,0,0,0
8,Dakhin Surma,418,63,17,3,0,0
9,Fenchuganj,131,78,8,0,0,0
10,Golapganj,607,72,20,1,0,0
11,Gowainghat,471,24,20,2,2,0
12,Jaintiapur,912,61,44,4,0,0
13,Kanaighat,491,55,31,1,1,0
14,Sylhet City Corporation,95,3,17,1,0,0
15,Sylhet Sadar,385,82,39,1,1,0
16,Zakiganj,208,77,74,0,0,0
17,Total,5503,677,366,13,4,1
