,0,1,2,3,4,5,6,7,8
0,"Number of registered primary school (class I-V), teacher and student 2011",,,,,,,,
1,Sylhet,,,,,,,,
2,,,,,,,,,
3,Upazila/City Corporation,Number of registered primary school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Student per teacher
4,Balaganj,29,74,26,100,2920,3197,6117,62
5,Beanibazar,25,47,34,81,2038,1997,4035,41
6,Bishwanath,26,35,62,97,2661,2802,5463,56
7,Companiganj,30,49,30,79,6045,5644,11689,11
8,Dakhin Surma,27,34,67,101,3215,3458,6673,68
9,Fenchuganj,7,3,4,7,574,582,1156,11
10,Golapganj,15,16,39,55,1520,1477,2997,31
11,Gowainghat,28,44,58,102,3577,3655,7232,73
12,Jaintiapur,24,36,53,89,1099,1307,2406,25
13,Kanaighat,24,30,57,87,2598,3112,5210,53
14,Sylhet City Corporation,0,0,0,0,0,0,0,0
15,Sylhet Sadar,22,27,87,114,7062,3366,10428,119
16,Zakiganj,24,60,32,92,2288,2912,5200,53
17,Total,281,455,549,1004,35597,33509,68606,69
