,0,1,2,3,4
0,Number of auto rice mill and person engaged 2011,,,,
1,Sylhet,,,,
2,,,,,
3,Upazila/City Corporation,Units,Person engaged Male,Person engaged Female,Person engaged Total
4,Balaganj,2,4,21,25
5,Beanibazar,27,54,128,182
6,Bishwanath,0,0,0,0
7,Companiganj,10,20,40,60
8,Dakhin Surma,0,0,0,0
9,Fenchuganj,14,55,40,95
10,Golapganj,0,0,0,0
11,Gowainghat,17,25,51,76
12,Jaintiapur,0,0,0,0
13,Kanaighat,150,300,450,750
14,Sylhet City Corporation,3,8,34,42
15,Sylhet Sadar,0,0,0,0
16,Zakiganj,38,30,158,188
17,Total,261,496,922,1418
