,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,Sylhet,,,,,,,,
2,,,,,,,,,
3,Upazila/City Corporation,Number of institution,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Balaganj,1,20,3,23,500,554,1054,46
5,Beanibazar,1,30,8,38,392,461,853,22
6,Bishwanath,0,0,0,0,0,0,0,0
7,Companiganj,1,18,2,20,335,390,725,36
8,Dakhin Surma,2,39,6,45,825,1108,1933,43
9,Fenchuganj,0,0,0,0,0,0,0,0
10,Golapganj,4,93,29,122,2317,2823,5140,42
11,Gowainghat,0,0,0,0,0,0,0,0
12,Jaintiapur,1,3,9,12,90,55,145,12
13,Kanaighat,251,1102,502,1602,42354,32833,25187,16
14,Sylhet City Corporation,4,115,143,258,3942,5127,9069,35
15,Sylhet Sadar,2,87,53,140,1575,925,2500,18
16,Zakiganj,0,0,0,0,0,0,0,0
17,Total,267,1507,755,2260,52330,44276,46606,21
