,0,1,2,3,4,5
0,"Number of employee, member by local Govt. institution 2011",,,,,
1,Sylhet,,,,,
2,,,,,,
3,Upazila,City Corporation,Municipality,Zila Parishad,Upazila/City corporation Parishad,Union Parishad
4,Balaganj,0,0,0,6,182
5,Beanibazar,0,34,0,5,110
6,Bishwanath,0,0,0,4,58
7,Companiganj,0,0,0,3,50
8,Dakhin Surma,0,0,0,5,90
9,Fenchuganj,0,0,0,2,30
10,Golapganj,0,25,0,3,98
11,Gowainghat,0,0,0,5,203
12,Jaintiapur,0,0,0,4,65
13,Kanaighat,0,27,0,2,49
14,Sylhet City Corporation,127,0,39,0,0
15,Sylhet Sadar,0,0,0,5,80
16,Zakiganj,0,22,0,3,85
17,Total,127,108,39,47,1100
