,0,1,2,3
0,Number of deep tube-well scheme 2010-11,,,
1,"
Upazila",Number of deep tube-well,Number of deep tube-well,Area irrigated (In acre)
2,"
Upazila",Commissioned,Operated,Area irrigated (In acre)
3,Bagatipara,0,44,2210
4,Baraigram,115,75,11364
5,Gurudaspur,21,27,3510
6,Lalpur,13,2,760
7,Natore Sadar,119,98,4860
8,Singra,0,57,3223
9,Total,268,303,25927
