,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
2,"
Upazila",2010-11,2010-11,2009-10,2009-10
3,"
Upazila",Area,Production,Area,Production
4,Bagatipara,0,0,0,0
5,Baraigram,167,58,205,64
6,Gurudaspur,13,10,41,14
7,Lalpur,11,12,28,20
8,Natore Sadar,0,0,0,0
9,Singra,0,0,0,0
10,Total,191,80,274,98
