,0,1,2,3,4
0,Number of branch of private commercial bank 2011,,,,
1,Upazila,Number of branch,"Number of
employee","Number of
savings A/C","Number of
current A/C"
2,Bagatipara,1,10,200,736
3,Baraigram,3,34,2312,236
4,Gurudaspur,3,30,4406,809
5,Lalpur,1,12,4186,348
6,Natore Sadar,6,133,25316,6657
7,Singra,0,0,0,0
8,Total,14,219,36420,8786
