,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila, Institution,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila, Institution,Male,Female,Total,Male,Female,Total,Students per teacher
4,Bagatipara,0,0,0,0,0,0,0,0
5,Baraigram,2,35,6,41,959,179,1138,28
6,Gurudaspur,8,50,9,59,784,177,961,16
7,Lalpur,1,7,3,10,95,10,105,11
8,Natore Sadar,4,20,3,23,260,130,390,17
9,Singra,2,20,5,25,1875,602,2477,99
10,Total,17,132,26,158,3973,1098,5071,32
