,0,1,2,3,4
0,Number of branch of Grameen bank 2011,,,,
1,Upazila/City corporation,Number of branch,"Number of
employee","Number of
member",Number of account
2,Anowara,0,0,0,0
3,Banshkhali,9,59,20221,25487
4,Boalkhali,5,41,18500,20350
5,Chandanaish,2,32,255,5100
6,Chittagong City Corp.,4,48,11550,12166
7,Fatikchhari,9,52,18726,18726
8,Hathazari,7,42,21000,30000
9,Lohagara,5,35,9610,11802
10,Mirsharai,10,92,27820,30850
11,Patiya,8,85,27300,40310
12,Rangunia,5,27,7566,7566
13,Raozan,3,28,6986,9500
14,Sandwip,9,180,3820,30520
15,Satkania,5,32,10150,14577
16,Sitakunda,5,41,839,247
17,Total,86,794,184343,257201
