,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,"Upazila/City
corporation",Class-I,Class-II,Class-III,Class-IV,"Number of
employee"
2,Anowara,54,26,409,116,605
3,Banshkhali,59,33,442,103,637
4,Boalkhali,80,18,970,55,1123
5,Chittagong City Corp.,1050,1325,6214,5099,13685
6,Fatikchhari,25,51,1266,178,1520
7,Hathazari,84,7,1256,60,1400
8,Lohagara,40,12,187,79,318
9,Mirsharai,71,53,1365,554,2043
10,Patiya,85,145,262,138,0
11,Rangunia,57,25,391,110,583
12,Raozan,17,24,328,85,454
13,Sandwip,24,35,170,75,304
14,Satkania,98,35,1086,133,1342
15,Sitakunda,93,37,547,297,974
16,Total,1837,1826,14893,7082,24988
