,0,1,2,3,4,5
0,"Number of hat-bazar, growth centre, hotel & restaurant 2011",,,,,
1,Upazila/City corporation,Daily bazar,Weekly hat,Growth centre,Restaurant,Hotel (residential)
2,Anowara,3,25,5,6,0
3,Banshkhali,5,30,9,321,4
4,Boalkhali,5,21,6,245,0
5,Chandanaish,18,35,0,52,1
6,Chittagong City Corp.,70,3,26,1191,146
7,Fatikchhari,63,22,8,195,7
8,Hathazari,2,35,8,1200,15
9,Lohagara,1,19,0,200,3
10,Mirsharai,26,29,17,234,5
11,Patiya,1,6,12,36,2
12,Rangunia,22,22,13,231,6
13,Raozan,5,26,5,352,0
14,Sandwip,17,42,0,122,125
15,Satkania,8,24,4,124,1
16,Sitakunda,23,23,6,73,3
17,Total,269,362,119,4582,318
