,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,"
Upazila/City corporation",Hen and cock,Hen and cock,Duck,Duck,Others,Others
2,"
Upazila/City corporation","Holding
reporting","Total
number","Holding
reporting","Total
number","Holding
reporting","Total
number"
3,Anowara,17439,98327,10206,31488,636,2452
4,Banshkhali,38615,274572,18562,63573,2287,8765
5,Boalkhali,10001,41071,5261,16021,200,792
6,Chandanaish,17906,95488,7485,22582,868,3401
7,Fatikchhari,49277,349571,28578,88544,2022,8332
8,Hathazari,103950,0,34298,,3215,
9,Lohagara,23251,131964,6948,21013,1208,4316
10,Mirsharai,45498,257177,31591,105493,2246,9173
11,Patiya,24624,115843,14938,46430,961,3607
12,Rangunia,25693,144754,10135,30315,714,3050
13,Raozan,24545,125601,14403,42686,596,2776
14,Sandwip,25723,149631,20995,83017,1355,7660
15,Satkania,31486,168872,10857,31901,1834,7314
16,Sitakunda,30524,141067,19377,57168,1314,5457
17,Total,468532,2093938,233634,418023,19456,43353
