,0,1,2,3,4
0,"Number of branch of foreign bank (Standard Chattered, American Express etc) 2011",,,,
1,Upazila/City corporation,Number of branch,"Number of
employee","Number of
savings A/C",Number of current A/C
2,Anowara,0,0,0,0
3,Banshkhali,0,0,0,0
4,Boalkhali,0,0,0,0
5,Chandanaish,0,0,0,0
6,Chittagong City Corp.,145,2072,29476,8426
7,Fatikchhari,0,0,0,0
8,Hathazari,0,0,0,0
9,Lohagara,0,0,0,0
10,Mirsharai,0,0,0,0
11,Patiya,0,0,0,0
12,Rangunia,0,0,0,0
13,Raozan,0,0,0,0
14,Sandwip,0,0,0,0
15,Satkania,0,0,0,0
16,Sitakunda,0,0,0,0
17,Total,145,2072,29476,8426
