,0,1,2,3,4,5
0,Number of fire service unit and causality by municipality 2011,,,,,
1,Upazila/City corporation,Fire service unit,Person employed,Fire case,Person dead,Person injured
2,Anowara,0,0,0,0,0
3,Banshkhali,0,0,0,0,0
4,Boalkhali,0,0,0,0,0
5,Chandanaish,0,0,0,0,0
6,Chittagong City Corp.,16,425,1044,4,24
7,Fatikchhari,1,8,0,0,0
8,Hathazari,1,0,0,0,0
9,Lohagara,0,0,0,0,0
10,Mirsharai,0,0,0,0,0
11,Patiya,1,34,4,0,22
12,Rangunia,0,0,0,0,0
13,Raozan,0,0,0,0,0
14,Sandwip,0,0,0,0,0
15,Satkania,0,0,0,0,0
16,Sitakunda,1,24,61,0,0
17,Total,20,491,1109,4,46
