,0,1,2,3,4,5
0,"Number of cinema hall, registered club, auditorium, public library and orphanage 2011",,,,,
1,Upazila/City corporation,Cinema hall,Registered club,Library,Orphanage,Auditorium
2,Anowara,0,27,6,5,4
3,Banshkhali,0,77,0,20,1
4,Boalkhali,0,45,2,17,1
5,Chandanaish,2,2,1,22,1
6,Chittagong City Corp.,7,312,2,60,8
7,Fatikchhari,1,98,1,33,1
8,Hathazari,0,47,1,17,2
9,Lohagara,0,26,1,21,1
10,Mirsharai,0,93,1,13,1
11,Patiya,2,65,1,14,6
12,Rangunia,0,64,0,22,1
13,Raozan,0,101,1,17,2
14,Sandwip,0,3,2,5,1
15,Satkania,1,27,1,27,6
16,Sitakunda,0,101,0,8,1
17,Total,13,1088,20,301,37
