,0,1,2,3,4
0,"Area of high, medium and low land 2008",,,,
1,Upazila/City corporation,High land,Medium land,Low land,Total land
2,Anowara,10966,20646,8937,40549
3,Banshkhali,19826,26153,47153,93132
4,Boalkhali,4588,15515,11145,31248
5,Chandanaish,5665,20539,23708,49912
6,Chittagong City Corp.,7612,24496,43144,75252
7,Fatikchhari,23796,64761,102585,191142
8,Hathazari,4561,14827,41478,60866
9,Lohagara,9071,7012,47884,63967
10,Mirsharai,11484,83581,24254,119320
11,Patiya,7207,18043,27098,52348
12,Rangunia,6831,25249,57254,89334
13,Raozan,8071,16496,36365,60932
14,Sandwip,27877,38503,122014,188394
15,Satkania,6303,26722,36403,69428
16,Sitakunda,51888,45620,22079,119587
17,Total,430165,755113,120132,1305411
