,0,1,2,3,4
0,Numbers of money exchange agency 2011,,,,
1,"
Upazila/City corporation",Number of money exchange agency,Number of employee,"Annual transactions per money
exchange agency",Annual profit per agency (lac tk)
2,Anowara,0,0,0,0
3,Banshkhali,0,0,0,0
4,Boalkhali,0,0,0,0
5,Chandanaish,0,0,0,0
6,Chittagong City Corp.,85,104,101159,20.34
7,Fatikchhari,0,0,0,0
8,Hathazari,0,0,0,0
9,Lohagara,0,0,0,0
10,Mirsharai,0,0,0,0
11,Patiya,0,0,0,0
12,Rangunia,0,0,0,0
13,Raozan,0,0,0,0
14,Sandwip,0,0,0,0
15,Satkania,0,0,0,0
16,Sitakunda,0,0,0,0
17,Total,85,104,101159,20.34
