,0,1,2,3,4
0,"Occurrence of river erosion during the years 2008-2011(Yes, No)",,,,
1,Upazila/City corporation,2008,2009,2010,2011
2,Anowara,No,No,Yes,Yes
3,Bakalia,No,No,No,No
4,Boalkhali,Yes,Yes,Yes,Yes
5,Chandanaish,Yes,Yes,Yes,Yes
6,Chittagong City Corp.,No,No,No,No
7,Fatikchhari,No,No,No,No
8,Hathazari,No,No,No,No
9,Lohagara,No,No,No,No
10,Mirsharai,Yes,Yes,Yes,Yes
11,Patiya,No,No,No,No
12,Rangunia,Yes,Yes,Yes,Yes
13,Raozan,No,No,No,No
14,Sandwip,Yes,Yes,Yes,Yes
15,Satkania,Yes,Yes,Yes,Yes
16,Sitakunda,No,No,No,No
