,0,1,2,3
0,Length of railway and water way 2011,,,
1,(Kilometer),,,
2,Upazila,"Total railway (all broad gage, meter gage  duel gage)",Water way in monsoon (river + canal),Water way round the year (river + canal)
3,Magura Sadar,0,43,5
4,Mohammadpur,0,38,30
5,Shalikha,0,127,127
6,Sreepur,0,42,28
7,Total,0,250,190
