,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and and auto- rickshaw, etc. 2011",,,,,
1,,,,,,
2, Upazila, Rickshaw, Van,Easy bike and auto-rickshaw, Tempo,Nochimon/ Korimon/ Bhotvoti
3,Bhola Sadar,380,215,22,45,125
4,Burhanuddin,1526,725,0,40,238
5,Char Fasson,1264,114,47,4,112
6,Daulatkhan,1978,81,0,0,12
7,Lalmohan,2547,1085,41,43,26
8,Manpura,740,72,5,32,0
9,Tazumuddin,233,102,79,53,272
10,Total,8668,2394,194,217,785
