,0,1,2,3,4,5,6
0,Area and production of rice crops 2009-2010,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila/City corporation,Aus - Area,Aus - Production,Aman - Area,Aman - Production,Boro - Area,Boro - Production
3,Anowara,9040,8234,17252,16065,15030,21248
4,Banshkhali,17537,18852,31789,34413,13093,31275
5,Boalkhali,504,625,14857,18689,5248,6542
6,Chandanaish,6545,7490,20624,22946,9139,14434
7,Chittagong City Corp,355,32,339,329,128,113
8,Fatikchhari,1751,1043,59787,52111,21200,20717
9,Hathazari,513,466,24083,26491,12601,19675
10,Lohagara,3260,3758,27531,30656,10226,13900
11,Mirsharai,24033,14476,51065,33922,10675,7790
12,Patiya,4800,13391,14000,41120,7100,28796
13,Rangunia,60,57,41789,53337,20505,31154
14,Raozan,88,89,29344,30356,16055,27825
15,Sandwip,18760,11764,48649,28756,0,0
16,Satkania,3730,4370,30381,35000,13462,19812
17,Sitakunda,19080,22800,16549,16160,202,322
18,Total,110056,107447,428039,440050,154664,243503
