,0,1,2,3,4,5,6
0,Population by religion 2011,,,,,,
1,,,,,,,
2,Upazila/City corporation,Muslim,Hindu,Buddhist,Christian,Others,Total
3,Anowara,224496,33210,1268,39,9,259022
4,Banshkhali,386720,40679,3496,175,92,431162
5,Boalkhali,177202,41447,4241,131,104,223125
6,Chandanaish,200072,27162,5046,564,173,233017
7,Chittagong City Corporation,2274601,275921,40106,4935,1376,2592439
8,Fatikchhari,463440,50778,1883,135,3367,526003
9,Hathazari,390058,36312,4949,144,385,431748
10,Lohagara,251229,22609,6038,22,15,279913
11,Mirsharai,343374,49266,4852,70,1154,398716
12,Patiya,443773,75727,7902,645,73,528120
13,Rangunia,280359,42626,15421,332,66,339004
14,Raozan,247248,54408,21095,32,57,322840
15,Sandwip,253019,25439,7,0,140,278605
16,Satkania,347013,34113,3520,31,129,384806
17,Sitakunda,336053,51797,1345,229,408,387832
18,Total,6618657,861494,121169,7484,7548,7616352
