,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,Pabna,,,,,,,
2,,,,,,,,
3,Upazila 1,TFPO 2,M.O 3,FPI 4,TFPA 5,FWV 6,FWA 7,Midwife or SBA 8
4,Atgharia,0,1,2,2,4,24,11
5,Bera,1,1,5,3,8,36,1
6,Bhangura,0,0,4,1,5,22,0
7,Chatmohar,1,1,6,2,9,48,15
8,Faridpur,1,0,5,2,5,25,0
9,Ishwardi,1,1,4,3,4,0,25
10,Pabna Sadar,1,1,9,3,13,71,28
11,Santhia,1,0,9,2,11,51,0
12,Sujanagar,1,0,9,3,9,43,0
13,Total,7,5,53,21,68,320,80
