,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,,,,,,
2,Upazila,UREA,TSP,MP,DAP,Others
3,Dhaka Metropolitan,1785,108,65,90,0
4,Dhamrai,11917,2456,1397,263,105
5,Dohar,3369,600,400,250,0
6,Keraniganj,4220,2250,1550,125,200
7,Nawabganj,7476,780,693,410,210
8,Savar,8224,3192,1448,490,1152
9,Total,36991,9386,5553,1628,1667
