,0,1,2,3,4,5,6,7
0,"Area, population and literacy rate by municipality 2011",,,,,,,
1,Bandar (Kadamrasul) town,,,,,,,
2, Ward No.,Area (sq.km), H/H,Population Total,Population Male,Population Female,Sex Ratio,Literacy 7+ yrs
3,Ward-1,1.02,2723,11822,5977,5845,102,56.1
4,Ward-2,1.15,4109,17694,8777,8917,98,58.0
5,Ward-3,0.96,5039,22176,11380,10796,105,63.6
6,Ward-4,1.13,7289,30728,15633,15095,104,68.2
7,Ward-5,1.57,7114,30572,15553,15019,104,54.8
8,Ward-6,1.27,5028,20308,10029,10279,98,62.9
9,Ward-7,1.60,2954,12636,6431,6205,104,61.9
10,Ward-8,1.15,1655,6812,3462,3350,103,66.5
11,Ward-9,1.43,3391,13543,7020,6523,108,66.3
12,Total,11.28,39302,166291,84262,82029,103,61.8
