,0,1,2,3,4,5,6
0,Area and production of potato by type 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Potato,Potato,Sweet potato,Sweet potato,Total potato,Total potato
3,Upazila,Area,Production,Area,Production,Area,Production
4,Belkuchi,420,1337,79,293,499,1630
5,Chauhali,306,2465,135,560,441,3025
6,Kamarkhanda,458,1976,34,62,492,2038
7,Kazipur,935,3666,865,5600,1800,9266
8,Royganj,740,2762,0,0,740,2762
9,Shahjadpur,825,2247,80,299,905,2546
10,Sirajganj Sadar,618,4640,21,114,639,4754
11,Tarash,815,3680,0,0,815,3680
12,Ullahpara,1216,4317,207,1094,1423,5411
13,Total,6333,27090,1421,8022,7754,35112
