,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila, Institution,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila, Institution,Male,Female,Total,Male,Female,Total,Students per teacher
4,Kalkini,1,7,0,7,86,68,154,22
5,Madaripur Sadar,2,25,11,36,495,306,801,22
6,Rajoir,3,21,5,26,192,119,311,12
7,Shibchar,3,15,3,18,166,247,413,23
8,Total,9,68,19,87,939,740,1679,19
