,0,1,2,3,4,5,6
0,Area and production of potato by type 2009-10,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Potato Area,Potato Production,Sweet potato Area,Sweet potato Production,Total potato Area,Total potato Production
3,Harinakunda,201,1407,18,7,201,1407
4,Jhenaidah Sadar,173,881,52,19,173,881
5,Kaliganj,230,195,25,86,316,281
6,Kotchandpur,251,1710,19,130,270,1840
7,Mahespur,1820,14560,44,213,1864,14773
8,Shailkupa,120,1000,165,655,285,1655
9,Total,2795,19753,323,1110,3109,20837
