,0,1,2,3,4,5,6
0,"Area, population and density by municipality 2011",,,,,,
1,,,,,,,
2, Upazila,Name of municipality,Area (In sq. km.),Population census 2011 Male,Population census 2011 Female,Population census 2011 Both sex,Density per sq.km.
3,Harinakunda,Harinakunda,22.26,11024,10987,22011,988
4,Jhenaidah Sadar,Jhenaidah,39.62,55047,52787,107834,2722
5,Kaliganj,Kaligang,15.89,22966,22375,45341,2853
6,Kotchandpur,Kotchandpur,18.00,16467,16627,33094,1838
7,Mahespur,mahespur,21.16,13916,13754,27670,1307
8,Shailkupa,Sailkupa,20.92,17671,17600,35271,1685
9,Total,-,137.85,137091,134130,271221,1967
