,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2, Upazila, Household,Population - Male,Population - Female,Population - Total,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Bauphal,67833,144545,159739,304284,90,4.5,625
4,Dashmina,28490,60241,63147,123388,95,4.3,351
5,Dumki,15542,33802,36853,70655,92,4.5,765
6,Galachipa,80054,179652,181866,361518,99,4.5,285
7,Kalapara,57525,120514,117317,237831,103,4.1,484
8,Mirzaganj,28205,59292,62424,121716,95,4.3,728
9,Patuakhali Sadar,68813,155395,161067,316462,96,4.6,873
10,Total,346462,753441,782413,1535854,96,4.4,477
