,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank - Number of branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
3,Bauphal,4,14381,69,419,21,0,0,0,0,0
4,Dashmina,3,7319,92,74,21,0,0,0,0,0
5,Dumki,2,350,34,205,9,0,0,0,0,0
6,Galachipa,5,10900,538,150,59,0,0,0,0,0
7,Kalapara,3,91,14,49,0,1,109,16,11,0
8,Mirzaganj,2,3229,46,186,2,0,0,0,0,0
9,Patuakhali Sadar,3,0,0,187,19,2,0,0,42,7
10,Total,22,36270,793,1270,131,3,109,16,53,7
