,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,,,,,,,,
2, Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
3,Gopalganj Sadar,50,8,20,17,10,120,26
4,Kashiani,411,14,173,98,59,92,21
5,Kotalipara,34,10,25,4,2,46,17
6,Muksudpur,740,51,98,43,85,78,34
7,Tungipara,10,3,8,5,4,31,7
8,Total,1245,86,324,167,160,367,105
