,0,1,2,3,4
0,"Number of branch of specialized (Krishi, Co-operative etc) bank 2011",,,,
1,Upazila,Number of branch,"Number of
employee","Number of
savings A/C",Number of current A/C
2,Dhaka Metropolitan,3,52,1030,97
3,Dhamrai,3,28,14505,942
4,Dohar,1,11,4850,100
5,Keraniganj,2,18,8288,149
6,Nawabganj,4,34,22608,144
7,Savar,4,49,18388,945
8,Total,17,192,69669,2377
