,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2,Municipality/ city corporation,Primary school,Primary school,Primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3,Municipality/ city corporation,Govt,Non- govt.,Total,Govt,Non- govt,Total,Govt,Non- govt,Total,Students per teacher
4,Dhaka Metropolitan,309,1932,2241,2877,5860,11437,20790,339164,359954,31
5,Dhamrai,5,2,7,36,8,42,820,430,1250,30
6,Dohar,4,1,5,36,7,43,2738,345,3083,72
7,Savar,9,1,10,72,5,77,4500,380,4880,63
8,Total,327,1936,2263,3021,5880,11599,28848,340319,369167,32
