,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,(According to Agriculture Census 2008),,,,
2,Upazila,"Total farm
holding",Owner holding,Owner cum tenant,Tenant holding
3,Belkuchi,26676,45021,11282,10654
4,Chauhali,18776,20304,7091,9198
5,Kamarkhanda,17446,20360,7639,2309
6,Kazipur,41943,40246,14881,11445
7,Royganj,43233,44509,18007,7780
8,Shahjadpur,51832,75678,21229,19248
9,Sirajganj Sadar,44190,71628,21621,19002
10,Tarash,30089,26120,12701,6839
11,Ullahpara,68104,71423,30277,10338
12,Total,342289,415289,144728,96813
