,0,1,2,3,4
0,Number of published newspaper & television centre 2011,,,,
1,Upazila,Daily newspaper,Weekly newspaper,Magazine,Television centre
2,Belkuchi,0,0,0,0
3,Kazipur,0,0,0,0
4,Royganj,0,0,0,0
5,Shahjadpur,0,0,0,0
6,Sirajganj Sadar,5,6,0,0
7,Ullahpara,0,0,0,0
8,Total,5,6,0,0
