,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,"

Upazila","

Name of land/ river/sea port","
Name of Important or historical/tourist place/object","
Name of important
/famous crop or food production","Customer care service
provider’s name of cell phone operator","Distance between district head quarter & upazila by
road (km)"
2,Belkuchi,-,-,"Paddy,Wheat,
Mustard,Potato",-,18
3,"
Chauhali","
-","Khaza Eunus Ali MHC,
Enaetpur darbar sharif","Borrow, Amon, MasKalai,Mustard,
Memorial Hospital","
Grameen Phone","
110"
4,Kamarkhanda,-,Shah Kamal Mazar,"Paddy, Mustard","Grameenphone,
Bangla Link",15
5,Kazipur,-,-,"Pepper,Wheat,
Paddy,Jute",Banglalink,27
6,"
Royganj","
Koratoya","
Joy Sagar","Paddy,Wheat, Maize,Sugarcane","Grameen Phone, Banglalink,
Citycell, Robi","
36"
7,"
Shahjadpur",Bagha Bari Now Bandar,"Shah Mokdum Mazar,Rabandra
Kachari Bari","
Paddy,Mustard","Grameen Phone, Banglalink,
Citycell, Robi","
50"
8,"
Sirajganj Sadar","
-","Jadab Chackrabartibari, Bhashani Milanayaton, Eliat Bridge,Ismail
Hossain Siraji Majar","
Borrow, Wheat,Potato","Grameen Phone, Banglalink, Citycell, Robi","
0"
9,"
Tarash","
-","Shah Sharif Zindani
(R) Mazar,Chalan Bil, Bahullar kup","
Borrow,Mustard","Grameen Phone, Banglalink,
Citycell, Robi","
46"
10,"
Ullahpara","
Koratoya","Baro Awliar Mazar Bhadai Jamidarer
Omarkarti","
Borrow,Mustard","Grameen Phone, Banglalink, Robi","
35"
