,0,1,2,3,4,5,6
0,Area and production of turmeric and ginger 2009-10,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Turmeric,Turmeric,Ginger,Ginger,,
3,Upazila,Area,Production,Area,Production,,
4,Belkuchi,17,18,25,22,,
5,Chauhali,31,16,39,50,,
6,Kamarkhanda,2,2,5,5,,
7,Kazipur,30,30,37,149,,
8,Royganj,13,11,20,97,,
9,Shahjadpur,0,0,0,0,,
10,Sirajganj Sadar,7,6,74,420,,
11,Tarash,0,0,0,0,,
12,Ullahpara,8,15,4,4,,
13,Total,108,98,204,747,,
14,Upazila,Tomato,Tomato,Radish,Radish,Bean,Bean
15,Upazila,Area,Production,Area,Production,Area,Production
