,0,1,2,3,4,5,6,7,8
0,Number of warehouse and their storage capacity 2011,,,,,,,,
1,,,,,,,,,
2,(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton)
3,Upazila,Food godown,Food godown,Fertilizer godown,Fertilizer godown,Jute godown,Jute godown,Other godown,Other godown
4,Upazila,Number,Capacity,Number,Capacity,Number,Capacity,Number,Capacity
5,Bagerhat Sadar,7,4900,1,500,0,0,0,0
6,Kachua,4,2000,0,0,0,0,0,0
7,Rampal,2,3500,0,0,0,0,0,0
8,Sarankhola,2,1100,0,0,0,0,0,0
9,Chitalmari,0,0,0,0,0,0,0,0
10,Morrelgonj,1,2000,0,0,0,0,0,0
11,Mongla,2,4000,0,0,0,0,0,0
12,Mollahat,3,1500,0,0,0,0,7,350
13,Fakirhat,3,1500,0,0,0,0,0,0
14,Total,24,20500,1,500,0,0,7,350
