,0,1,2,3,4
0,Number of cooperative society and member 2011,,,,
1,,,,,
2,Upazila,Number of co-operative society,Number of member,Number of member,Both sex
3,Upazila,Number of co-operative society,Male,Female,Both sex
4,Bagerhat Sadar,220,5505,1391,6896
5,Kachua,68,1426,342,1768
6,Rampal,137,6461,688,7089
7,Sarankhola,120,120,0,120
8,Chitalmari,80,4913,4032,8945
9,Morrelgonj,178,10904,1560,12464
10,Mongla,293,7638,2400,10038
11,Mollahat,237,3306,3570,6876
12,Fakirhat,146,4048,351,4399
13,Total,1479,44321,14334,58595
