,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Bagerhat Sadar,3,11088,653,137,83,3,13946,1467,562,102
6,Kachua,1,4436,407,70,47,0,0,0,0,0
7,Rampal,3,12809,492,334,56,2,12319,408,177,24
8,Sarankhola,1,7869,397,95,28,1,3098,259,89,15
9,Chitalmari,1,8734,346,102,37,0,0,0,0,0
10,Morrelgonj,1,10646,486,275,65,1,716,6,47,1
11,Mongla,2,8874,521,253,47,2,5368,478,260,29
12,Mollahat,1,5302,145,74,27,0,0,0,0,0
13,Fakirhat,1,951,466,121,39,1,228,36,274,12
14,Total,14,70709,3913,1461,429,10,35675,2654,1409,183
