,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,,,,,,,
2,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
3, Upazila,Labour,Labour,Labour,Labour,Labour,Labour
4, Upazila,Mason,Helper (Jogaly),Carpenter,Colour,Electric,Plumber
5,Bagerhat Sadar,350,200,300,350,400,450
6,Kachua,300,200,220,350,410,400
7,Rampal,280,200,250,200,260,260
8,Sarankhola,300,200,300,300,500,400
9,Chitalmari,375,275,350,375,425,360
10,Morrelgonj,400,250,350,350,300,450
11,Mongla,400,200,300,300,300,300
12,Mollahat,300,220,250,300,300,300
13,Fakirhat,350,200,300,300,350,300
14,Average,339,216,291,314,361,358
