,0,1,2,3,4,5,6
0,Number of holding reporting selected livestock species 2008,,,,,,
1,,,,,,,
2, Upazila,Cow & buffalo,Cow & buffalo,Goat,Goat,Sheep,Sheep
3, Upazila,Holding number,Number of animal,Holding number,Number of goat,Holding number,Number of sheep
4,Bagerhat Sadar,13826,47583,7492,24592,120,647
5,Kachua,7231,20730,3648,10836,86,384
6,Rampal,11198,38630,7742,28568,191,875
7,Sarankhola,7907,28260,5988,14546,63,420
8,Chitalmari,13958,36153,3611,10353,71,295
9,Morrelgonj,19476,62541,16310,50365,282,1271
10,Mongla,3800,15676,5814,20193,145,539
11,Mollahat,11745,28728,3229,8198,83,443
12,Fakirhat,12203,32635,2941,8398,56,279
13,Total,101344,310936,56775,176049,1097,5153
