,0,1,2,3,4,5,6
0,Police personnel and criminal offences by municipality 2011,,,,,,
1,Feni,,,,,,
2,,,,,,,
3, Municipality,Police personnel,Criminal offence - Number of offence,Criminal offence - Number of case filled,Traffic accident (Reported) - Number of accident,Traffic accident (Reported) - Person killed,Traffic accident (Reported) - Person injured
4,Chhagalnaiya,7,69,69,0,0,0
5,Daganbhuiyan,33,0,0,1,0,1
6,Feni Sadar,66,73,73,32,26,6
7,Parshuram,30,0,66,0,0,0
8,Sonagazi,60,199,199,5,3,5
9,Total,196,341,407,38,29,12
