,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,Feni,,,,,,,,,
2,,,,,,,,,,
3, Upazila,Small scale and cottage industry - Weaving/ handloom,Small scale and cottage industry - Handy,Small scale and cottage industry - Husking crafts mill,Small scale and cottage industry - Goor processing,Small scale and cottage industry - Biri factory,Small scale and cottage industry - Salt processing,Small scale and cottage industry - Dry fish processing,Small scale and cottage industry - Pottery,Small scale and cottage industry - Others
4,Chhagalnaiya,0,301,180,0,0,0,0,90,0
5,Daganbhuiyan,0,0,20,96,0,0,0,0,0
6,Feni Sadar,0,26,24,0,0,0,0,0,76
7,Fulgazi,0,64,5400,0,0,0,0,39,0
8,Parshuram,0,261,105,12,0,0,0,2,25
9,Sonagazi,0,0,1000,0,0,0,0,5,0
10,Total,0,652,6729,108,0,0,0,136,101
