,0,1,2,3
0,Number of selected agricultural machine 2008,,,
1,Feni,,,
2,,,,
3, Upazila, Number of power tiller, Tractor,Number of threshing machine
4,Chhagalnaiya,170,3,180
5,Daganbhuiyan,250,25,190
6,Feni Sadar,109,102,110
7,Fulgazi,195,6,5400
8,Parshuram,65,8,1362
9,Sonagazi,228,19,1000
10,Total,1017,163,8242
